id|faction_id|name|legend|description|detachment|
000000076|Lieutenant With Combi-weapon|SM|000000139|Some Lieutenants in Phobos armour are tasked with operating behind enemy lines, acting as skilled assassins and intelligence gatherers. By the time the main Space Marine task force has arrived they have cast the enemy into disarray and collected incredible tactical data that will all but guarantee the assault’s success.|Characters|<b>This model is equipped with:</b> combi-weapon; paired combat blades.||false|||||https://wahapedia.ru/wh40k10ed/factions/space-marines/Lieutenant-With-Combi-weapon|
000000079|Librarian In Terminator Armour|SM|000000139|The powers of a Chapter’s Librarians lend a lethal psychic edge to its elite infantry spearheads. Whether it be gruelling boarding actions, ferocious urban combat or on the front line against overwhelming enemy numbers, Librarians in Terminator armour blast at the foe with their powerful psychic energies.|Characters|<b>This model is equipped with:</b> Smite; force weapon.||false|||||https://wahapedia.ru/wh40k10ed/factions/space-marines/Librarian-In-Terminator-Armour|
000000081|Captain Sicarius|SM|000000139|Sicarius is a swordsman without equal, whipping his Tempest Blade through the air in a shimmering blur of thrusts and parries. He is also the undisputed master of the lightning assault, capable of appraising the most complex tactical situation with little more than a glance and deploying his warriors with absolute confidence.|Characters|<b>This model is equipped with:</b> artisan plasma pistol; Talassarian Tempest Blade.||false|||||https://wahapedia.ru/wh40k10ed/factions/space-marines/Captain-Sicarius|
000000083|Captain With Jump Pack|SM|000000139|Many a Space Marine Captain favours fury and speed, and devises ingenious strategies to use these to devastating effect against their enemies. Being superlative warriors and inspiring leaders, they have no place but at the very forefront of battle. With a jump pack, Captains can lead their warriors as speartips for their assaults.|Characters|<b>This model is equipped with:</b> heavy bolt pistol; Astartes chainsword.||false|||||https://wahapedia.ru/wh40k10ed/factions/space-marines/Captain-With-Jump-Pack|
000000084|Stormhawk Interceptor|SM|000000139|Stormhawk Interceptors are high-altitude fighter craft designed solely for achieving aerial supremacy. Dropped from mag-cradles aboard orbiting craft, these ceramite-plated vehicles engage enemy air assets in brutal dogfights and are protected by countermeasures that launch blazing flares.|Other|<b>This model is equipped with:</b> twin assault cannon; skyhammer missile launcher; las-talon; armoured hull.||false|||||https://wahapedia.ru/wh40k10ed/factions/space-marines/Stormhawk-Interceptor|
000000085|Rhino Primaris|SM|000000239||Other|<b>This model is equipped with:</b> twin plasma gun; armoured tracks.|This model has a transport capacity of 6 <span class="tooltip00190" data-tooltip-content="#tooltip_content00190" data-tooltip-anchor="#tooltip_content00190"><span class="kwb">ADEPTUS</span> <span class="kwb">ASTARTES</span> <span class="kwb">INFANTRY</span></span> models. It cannot transport <span class="tooltip00162" data-tooltip-content="#tooltip_content00162" data-tooltip-anchor="#tooltip_content00162"><span class="kwb">JUMP</span> <span class="kwb">PACK</span></span>, <a class="kwbOne" href="/wh40k10ed/factions/space-marines/Wulfen"><span class="kwb kwbo">WULFEN</span></a>, <span class="tooltip00191" data-tooltip-content="#tooltip_content00191" data-tooltip-anchor="#tooltip_content00191"><span class="kwb">PHOBOS</span></span>, <span class="tooltip00163" data-tooltip-content="#tooltip_content00163" data-tooltip-anchor="#tooltip_content00163"><span class="kwb">GRAVIS</span></span>, <span class="tooltip00165" data-tooltip-content="#tooltip_content00165" data-tooltip-anchor="#tooltip_content00165"><span class="kwb">CENTURION</span></span>, <span class="tooltip00164" data-tooltip-content="#tooltip_content00164" data-tooltip-anchor="#tooltip_content00164"><span class="kwb">TERMINATOR</span></span> or <span class="tooltip00192" data-tooltip-content="#tooltip_content00192" data-tooltip-anchor="#tooltip_content00192"><span class="kwb">TACTICUS</span></span> models (except for <span class="tooltip00193" data-tooltip-content="#tooltip_content00193" data-tooltip-anchor="#tooltip_content00193"><span class="kwb">TACTICUS</span> <span class="kwb">CHARACTER</span></span> models that begin the battle attached to a non-<span class="kwb">TACTICUS</span> unit).|false|||||https://wahapedia.ru/wh40k10ed/factions/space-marines/Rhino-Primaris|
000000086|Firestrike Servo-turrets|SM|000000139|Primarily a defensive weapon, the Firestrike Servo-turret lays down withering volleys of fire to secure flanks or the Space Marines’ base of operations. Mounted on gravitic ventral plates, they can hover across the battlefield to ideal firing positions from which to slaughter attacking enemies.|Other|<b>Every model is equipped with:</b> twin Firestrike las-talon; close combat weapon.||false|||||https://wahapedia.ru/wh40k10ed/factions/space-marines/Firestrike-Servo-turrets|
000000087|Drop Pod|SM|000000139|Launched from ships in low orbit, Drop Pods full of Space Marines slam into the battlefield, their hatches blowing open upon the violent impact. Within seconds, the squad bursts out with weapons firing. Such deadly strikes send the foe into disarray as their lines are torn apart in the furious assault.|Other|<b>This model is equipped with:</b> storm bolter.|This model has a transport capacity of 10 <span class="tooltip00190" data-tooltip-content="#tooltip_content00190" data-tooltip-anchor="#tooltip_content00190"><span class="kwb">ADEPTUS</span> <span class="kwb">ASTARTES</span> <span class="kwb">INFANTRY</span></span> models. It cannot transport <span class="tooltip00162" data-tooltip-content="#tooltip_content00162" data-tooltip-anchor="#tooltip_content00162"><span class="kwb">JUMP</span> <span class="kwb">PACK</span></span>, <a class="kwbOne" href="/wh40k10ed/factions/space-marines/Wulfen"><span class="kwb kwbo">WULFEN</span></a>, <span class="tooltip00163" data-tooltip-content="#tooltip_content00163" data-tooltip-anchor="#tooltip_content00163"><span class="kwb">GRAVIS</span></span>, <span class="tooltip00165" data-tooltip-content="#tooltip_content00165" data-tooltip-anchor="#tooltip_content00165"><span class="kwb">CENTURION</span></span> or <span class="tooltip00164" data-tooltip-content="#tooltip_content00164" data-tooltip-anchor="#tooltip_content00164"><span class="kwb">TERMINATOR</span></span> models.|false|||||https://wahapedia.ru/wh40k10ed/factions/space-marines/Drop-Pod|
000000091|Ballistus Dreadnought|SM|000000139|Ballistus Dreadnoughts are walking gun emplacements. Within a shielded sarcophagus at these combat walkers’ core lies the mortal remains of a fallen Chapter hero. Through webs of neural links, he pilots the war engine, targeting enemy armour or elite infantry with banks of devastating heavy weapons.|Other|<b>This model is equipped with:</b> Ballistus missile launcher; Ballistus lascannon; twin storm bolter; armoured feet.||false|||1-4|While this model has 1-4 wounds remaining, each time this model makes an attack, subtract 1 from the <a href="/wh40k10ed/the-rules/core-rules/#1.-Hit-Roll">Hit roll</a>.|https://wahapedia.ru/wh40k10ed/factions/space-marines/Ballistus-Dreadnought|
000000092|Sicaran Venator|SM|000000237|Built on the lauded Sicaran chassis, the Venator is an ancient breed of tank destroyer fitted with a neutron laser system. The Venator’s combination of mobility, protection and anti-armour firepower ensures that those surviving are highly prized by any force fortunate enough to possess them.|Other|<b>This model is equipped with:</b> heavy bolter; Venator neutron laser; armoured tracks.||false|||1-5|While this model has 1-5 wounds remaining, each time this model makes an attack, subtract 1 from the <a href="/wh40k10ed/the-rules/core-rules/#1.-Hit-Roll">Hit roll</a>.|https://wahapedia.ru/wh40k10ed/factions/space-marines/Sicaran-Venator|
000000093|Typhon|SM|000000237|Prior to the creation of the Typhon, the dreadhammer siege cannon had only been utilised on static super-heavy ordnance used to pound cities to dust. Mounting this mighty weapon on a tank created a mobile and heavily armoured fortress-breaker that remains unmatched by any other relics in Space Marine armouries.|Other|<b>This model is equipped with:</b> dreadhammer siege cannon; armoured tracks.||false|||1-6|While this model has 1-6 wounds remaining, each time this model makes an attack, subtract 1 from the <a href="/wh40k10ed/the-rules/core-rules/#1.-Hit-Roll">Hit roll</a>.|https://wahapedia.ru/wh40k10ed/factions/space-marines/Typhon|
000000094|Chaplain On Bike|SM|000000139|When a Chaplain takes to the field on a Raider-pattern bike, he is able to keep pace with even the swiftest armoured advance or spearhead breakthrough. Fighting in such an action, he will urge his brothers to victory as he bellows his catechisms and charges headlong into the foe, crozius arcanum swinging.|Characters|<b>This model is equipped with:</b> absolvor bolt pistol; twin bolt rifle; crozius arcanum.||false|||||https://wahapedia.ru/wh40k10ed/factions/space-marines/Chaplain-On-Bike|
000000095|Ultramarines Honour Guard|SM|000000287||Other|<b>Every model is equipped with:</b> bolt pistol; boltgun; power weapon.||false|||||https://wahapedia.ru/wh40k10ed/factions/space-marines/Ultramarines-Honour-Guard|
000000096|Carab Culln The Risen|SM|000000239||Characters|<b>This model is equipped with:</b> heavy bolter; 2 heavy flamers; 3 hunter-killer missiles; twin assault cannon; Tarsus Scorpii.||false|||1-4|While this model has 1-4 wounds remaining, each time this model makes an attack, subtract 1 from the <a href="/wh40k10ed/the-rules/core-rules/#1.-Hit-Roll">Hit roll</a>.|https://wahapedia.ru/wh40k10ed/factions/space-marines/Carab-Culln-The-Risen|
000000097|Hammerfall Bunker|SM|000000139|Hammerfall Bunkers are launched from Space Marine warships in the same manner as Drop Pods. Automated area-denial assets crewed by hard-wired servitors, they have all kinds of battlefield roles, including securing beachheads, hampering enemy assaults and wreaking havoc behind the foe’s lines.|Fortifications|<b>This model is equipped with:</b> Hammerfall heavy bolter array; Hammerfall missile launcher.||false|||1-5|While this model has 1-5 wounds remaining, each time this model makes an attack, subtract 1 from the <a href="/wh40k10ed/the-rules/core-rules/#1.-Hit-Roll">Hit roll</a>.|https://wahapedia.ru/wh40k10ed/factions/space-marines/Hammerfall-Bunker|
000000098|Tarantula Sentry Battery|SM|000000237|Tarantula Sentry Guns are automated weapon systems ideally suited to area denial and deterrent roles. Equipped with simple logic engines and fitted with either lascannons or heavy bolters, they can cut down enemy troops or stop armoured vehicles in their tracks, placing minimal demand on their operators’ attention.|Other|<b>This model is equipped with:</b> twin heavy bolter; armoured hull.||false|||||https://wahapedia.ru/wh40k10ed/factions/space-marines/Tarantula-Sentry-Battery|
000000099|Tarantula Air Defence Battery|SM|000000239||Other|<b>This model is equipped with:</b> Tarantula air defence missiles; armoured hull.||false|||||https://wahapedia.ru/wh40k10ed/factions/space-marines/Tarantula-Air-Defence-Battery|
000000103|Eradicator Squad|SM|000000139|Before the molten ire of an Eradicator Squad, heavy armour and defended positions stand little chance. Eradicators wear the heavier Gravis-pattern of Mk X power armour, allowing them to stride unharmed through waves of incoming fire before bringing their own destructive weaponry to bear at close range.|Other|<b>Every model is equipped with:</b> bolt pistol; melta rifle; close combat weapon.||false|||||https://wahapedia.ru/wh40k10ed/factions/space-marines/Eradicator-Squad|
000000104|Relic Terminator Squad|SM|000000239|Many Chapters possess suits of Terminator armour – such as those of the Cataphractii or Tartaros variety – that date back to the Great Crusade. Each is revered as a relic of the Chapter, and those privileged enough to wear them fight all the harder knowing the legacy of glory and sacrifice they bear.|Other|<b>Every model is equipped with:</b> combi-bolter; power fist.||false|||||https://wahapedia.ru/wh40k10ed/factions/space-marines/Relic-Terminator-Squad|
000000107|Javelin Attack Speeder|SM|000000237|The Javelin Attack Speeder is a highly durable reconnaissance and strike craft once used widely by the Legiones Astartes, but now almost absent from the war zones of the 41st Millennium. Irreplaceable though they are, Javelins are sometimes entrusted to the very best pilots, who use the vehicles’ extended range to inflict decisive damage behind enemy lines.|Other|<b>This model is equipped with:</b> heavy bolter; Javelin missile launcher; close combat weapon.||false|||||https://wahapedia.ru/wh40k10ed/factions/space-marines/Javelin-Attack-Speeder|
000000110|Rapier Carrier|SM|000000237|The Rapier Armoured Carrier is a bulky, tracked device that traces its origin to the dawn of Mankind’s stellar empire. Compatible with various heavy weapons, the Rapier is most commonly fitted with a powerful quad lascannon known as a laser destroyer, making it a compact but potent anti-armour asset.|Other|<b>This model is equipped with:</b> boltgun; quad heavy bolter; close combat weapon.||false|||||https://wahapedia.ru/wh40k10ed/factions/space-marines/Rapier-Carrier|
000000111|Mortis Dreadnought|SM|000000239||Other|<b>This model is equipped with:</b> 2 twin heavy bolters; armoured feet.||false|||||https://wahapedia.ru/wh40k10ed/factions/space-marines/Mortis-Dreadnought|
000000112|Chaplain With Jump Pack|SM|000000139|Ever are the roared litanies of the Chaplains needed all over the battlefield, to stir the hearts of battle-brothers and drive fear into the enemy. With a jump pack a Chaplain can thunder to wherever he is most needed, or spearhead furious assaults into the enemy’s positions himself.|Characters|<b>This model is equipped with:</b> bolt pistol; crozius arcanum.||false|||||https://wahapedia.ru/wh40k10ed/factions/space-marines/Chaplain-With-Jump-Pack|
000000113|Storm Eagle Gunship|SM|000000237|The Storm Eagle is a multi-purpose assault and transport vehicle capable of intra-orbital operations, combining generous troop capacity with hard- hitting firepower and excellent handling for a machine of its size. In recent years the number of Storm Eagles in active service has begun to increase, suggesting production has been restored at some as yet unknown location.|Other|<b>This model is equipped with:</b> twin heavy bolter; 2 twin hellstrike launchers; vengeance launcher; armoured hull.|This model has a transport capacity of 22 <span class="kwb">ADEPTUS</span> <span class="kwb">ASTARTES</span> <span class="kwb">INFANTRY</span> models and 1 <span class="tooltip00166" data-tooltip-content="#tooltip_content00166" data-tooltip-anchor="#tooltip_content00166"><span class="kwb">DREADNOUGHT</span></span> model. Each <span class="tooltip00162" data-tooltip-content="#tooltip_content00162" data-tooltip-anchor="#tooltip_content00162"><span class="kwb">JUMP</span> <span class="kwb">PACK</span></span>, <a class="kwbOne" href="/wh40k10ed/factions/space-marines/Wulfen"><span class="kwb kwbo">WULFEN</span></a>, <span class="tooltip00163" data-tooltip-content="#tooltip_content00163" data-tooltip-anchor="#tooltip_content00163"><span class="kwb">GRAVIS</span></span>, <span class="tooltip00164" data-tooltip-content="#tooltip_content00164" data-tooltip-anchor="#tooltip_content00164"><span class="kwb">TERMINATOR</span></span> or <span class="tooltip" title="Keyword does not appear in that faction."><s class="kwbs">POSSESSED</s></span> model takes up the space of 2 models and each <span class="tooltip00165" data-tooltip-content="#tooltip_content00165" data-tooltip-anchor="#tooltip_content00165"><span class="kwb">CENTURION</span></span> or <span class="tooltip" title="Keyword does not appear in that faction."><s class="kwbs">OBLITERATOR</s></span> model takes up the space of 3 models.|false|||1-6|While this model has 1-6 wounds remaining, each time this model makes an attack, subtract 1 from the <a href="/wh40k10ed/the-rules/core-rules/#1.-Hit-Roll">Hit roll</a>.|https://wahapedia.ru/wh40k10ed/factions/space-marines/Storm-Eagle-Gunship|
000000114|Storm Speeder Hammerstrike|SM|000000139|The Hammerstrike excels at rooting out enemies from trench and bunker networks. Sweeping low over the battlefield, it employs searing melta blasts and volleys of rockets to crack the foe’s defence lines wide open.|Other|<b>This model is equipped with:</b> Hammerstrike missile launcher; 2 krakstorm grenade launchers; melta destroyer; close combat weapon.||false|||||https://wahapedia.ru/wh40k10ed/factions/space-marines/Storm-Speeder-Hammerstrike|
000000115|Chaplain In Terminator Armour|SM|000000139|Every Space Marine is roused to war by the litanies of their Chaplains, and never is this spiritual fortification more vital than amidst the blood and horror of boarding actions and beachhead strikes. Thus, Chaplains are trained to wear formidable Terminator armour so they can fight alongside Veteran battle-brothers.|Characters|<b>This model is equipped with:</b> storm bolter; crozius arcanum.||false|||||https://wahapedia.ru/wh40k10ed/factions/space-marines/Chaplain-In-Terminator-Armour|
000000116|Bike Squad|SM|000000239|Deployed in rapid assault missions based on intelligence gathered by Scouts and Vanguard forces, Bikers can smash through enemy lines, battlefield obstacles and even ferrocrete walls due to the raw fury of their mounts’ engines. Their sheer bulk belies their phenomenal power, speed and manoeuvrability.|Other|<b>The Biker Sergeant and every Space Marine Biker is equipped with:</b> bolt pistol; twin boltgun; close combat weapon. <br><br><b>An Attack Bike is equipped with:</b> bolt pistol; heavy bolter; twin boltgun; close combat weapon.||false|||||https://wahapedia.ru/wh40k10ed/factions/space-marines/Bike-Squad|
000000117|Dreadnought|SM|000000139|Dreadnoughts are bipedal combat walkers piloted by centuries-old fallen heroes of the Chapter, kept alive by esoteric technologies in an ancient sarcophagus at the Dreadnought’s heart. Equipped with devastating heavy weapons, they can annihilate the enemy from afar or crush them to paste in brutal melee.|Other|<b>This model is equipped with:</b> assault cannon; storm bolter; Dreadnought combat weapon.||false|||||https://wahapedia.ru/wh40k10ed/factions/space-marines/Dreadnought|
000000118|Terminator Assault Squad|SM|000000139|Terminator Assault Squads are armed with devastating close-combat weaponry perfect for ferocious vanguard assaults and savage boarding actions. They rush to engage the enemy’s greatest warriors, shredding the foe with lightning claws or shattering their skulls with thunder hammers.|Other|<b>Every model is equipped with:</b> thunder hammer; storm shield.||false|||||https://wahapedia.ru/wh40k10ed/factions/space-marines/Terminator-Assault-Squad|
000000119|Librarian In Phobos Armour|SM|000000139|Many Librarians learn the arcane arts of obscuration and illusion as part of their long and dangerous training. Donning Phobos armour, they take to the field and use these skills to fog the minds of their enemies, prise vital battle plans from their foes’ minds and turn the enemy’s shadows against them.|Characters|<b>This model is equipped with:</b> bolt pistol; Smite; force weapon.||false|||||https://wahapedia.ru/wh40k10ed/factions/space-marines/Librarian-In-Phobos-Armour|
000000120|Venerable Dreadnought|SM|000000239||Other|<b>This model is equipped with:</b> assault cannon; storm bolter; armoured feet; Dreadnought combat weapon.||false|||||https://wahapedia.ru/wh40k10ed/factions/space-marines/Venerable-Dreadnought|
000000121|Uriel Ventris|SM|000000139|Skilled warrior and masterful leader, Uriel Ventris is one of the Ultramarines’ most capable commanders – if a maverick one. Having served in the Deathwatch before becoming Captain, he has absorbed the strategies of battle-brothers from a host of other Chapters, giving him a breadth of tactical insight exceeding that of many of his peers.|Characters|<b>This model is equipped with:</b> bolt pistol; Invictus; Sword of Idaeus.||false|||||https://wahapedia.ru/wh40k10ed/factions/space-marines/Uriel-Ventris|
000000122|Dreadnought Drop Pod|SM|000000237|Larger and more robust than the infantry equivalents, Dreadnought Drop Pods give Space Marine commanders the option of deploying armoured walkers directly into the theatre of battle. Still hot from its meteoric descent through the atmosphere, a Drop Pod’s ramps slam open to disgorge its deadly cargo into the enemy’s midst.|Other|<b>This model is equipped with:</b> nothing.|This model has a transport capacity of 1 <span class="tooltip00166" data-tooltip-content="#tooltip_content00166" data-tooltip-anchor="#tooltip_content00166"><span class="kwb">DREADNOUGHT</span></span> model.|false|||||https://wahapedia.ru/wh40k10ed/factions/space-marines/Dreadnought-Drop-Pod|
000000123|Sicaran Punisher|SM|000000237|In the final days of the Great Crusade, the punisher rotary cannon was fitted to the versatile hull of the Sicaran Punisher: a formidable war machine capable of obliterating massed infantry and light vehicles with a storm of high-calibre shells.|Other|<b>This model is equipped with:</b> heavy bolter; Punisher rotary cannon; armoured tracks.||false|||1-5|While this model has 1-5 wounds remaining, each time this model makes an attack, subtract 1 from the <a href="/wh40k10ed/the-rules/core-rules/#1.-Hit-Roll">Hit roll</a>.|https://wahapedia.ru/wh40k10ed/factions/space-marines/Sicaran-Punisher|
000000124|Storm Speeder Hailstrike|SM|000000139|The Hailstrike is so heavily armed that it can annihilate entire swathes of infantry in fusillades of blistering projectiles. Speeding over the battlefield, its specialised loadout shatters charging formations and shreds barricades and defences.|Other|<b>This model is equipped with:</b> 2 fragstorm grenade launchers; onslaught gatling cannon; twin ironhail heavy stubber; close combat weapon.||false|||||https://wahapedia.ru/wh40k10ed/factions/space-marines/Storm-Speeder-Hailstrike|
000000125|Inceptor Squad|SM|000000139|Equipped with heavy jump packs, Inceptor Squads are superb spearhead troops that deliver overwhelming blows to the enemy. Plummeting to the surface from the very edge of a world’s atmosphere, they strike with devastating force, unleashing a hurricane of fire that turns whole squads of enemy infantry to bloody mist.|Other|<b>Every model is equipped with:</b> assault bolters; close combat weapon.||false|||||https://wahapedia.ru/wh40k10ed/factions/space-marines/Inceptor-Squad|
000000126|Infernus Squad|SM|000000139|Infernus Squads purge swathes of the enemy ranks with the incandescent firestorms they unleash from their pyreblasters. They are close assault specialists, sending jets of burning promethium into enemy trench lines and bunkers and through dense ruins and concealing vegetation, ensuring no foe escapes their fiery wrath.|Other|<b>Every model is equipped with:</b> bolt pistol; pyreblaster; close combat weapon.||false|||||https://wahapedia.ru/wh40k10ed/factions/space-marines/Infernus-Squad|
000000127|Iron Father Feirros|SM|000000139|Malkaan Feirros is amongst the oldest and wisest of the Iron Fathers. Yet his radical beliefs and wry humour leaven his arcane technological pronouncements. He is the Iron Hands Master of the Forge, guiding the Chapter’s battle-brothers and the machine spirits of its war engines to unleash precise destruction.|Characters|<b>This model is equipped with:</b> bolt pistol; Gorgon’s Wrath; Harrowhand; Medusan manipuli.||false|||||https://wahapedia.ru/wh40k10ed/factions/space-marines/Iron-Father-Feirros|
000000128|Infiltrator Squad|SM|000000139|Infiltrator Squads are experts in covert operations and are drilled extensively in self-sufficiency and survival skills. Equipped with omni-scramblers that cripple enemy communications, they wreak havoc amongst their foes before cutting them down with hails of accurate bolt fire.|Other|<b>Every model is equipped with:</b> bolt pistol; marksman bolt carbine; close combat weapon.||false|||||https://wahapedia.ru/wh40k10ed/factions/space-marines/Infiltrator-Squad|
000000129|Razorback|SM|000000139|The Razorback replaces some of the Rhino’s transport capacity with a heavy weapon turret, and provides fire support for armoured infantry assaults while delivering its own cargo of warriors to battle. Such is its success that for many Chapters it performs additional functions, notably as a mobile command centre.|Dedicated Transports|<b>This model is equipped with:</b> twin heavy bolter; armoured tracks.|This model has a transport capacity of 6 <span class="tooltip00190" data-tooltip-content="#tooltip_content00190" data-tooltip-anchor="#tooltip_content00190"><span class="kwb">ADEPTUS</span> <span class="kwb">ASTARTES</span> <span class="kwb">INFANTRY</span></span> models. It cannot transport <span class="tooltip00162" data-tooltip-content="#tooltip_content00162" data-tooltip-anchor="#tooltip_content00162"><span class="kwb">JUMP</span> <span class="kwb">PACK</span></span>, <a class="kwbOne" href="/wh40k10ed/factions/space-marines/Wulfen"><span class="kwb kwbo">WULFEN</span></a>, <span class="tooltip00191" data-tooltip-content="#tooltip_content00191" data-tooltip-anchor="#tooltip_content00191"><span class="kwb">PHOBOS</span></span>, <span class="tooltip00163" data-tooltip-content="#tooltip_content00163" data-tooltip-anchor="#tooltip_content00163"><span class="kwb">GRAVIS</span></span>, <span class="tooltip00165" data-tooltip-content="#tooltip_content00165" data-tooltip-anchor="#tooltip_content00165"><span class="kwb">CENTURION</span></span>, <span class="tooltip00164" data-tooltip-content="#tooltip_content00164" data-tooltip-anchor="#tooltip_content00164"><span class="kwb">TERMINATOR</span></span> or <span class="tooltip00192" data-tooltip-content="#tooltip_content00192" data-tooltip-anchor="#tooltip_content00192"><span class="kwb">TACTICUS</span></span> models (excluding <span class="tooltip00193" data-tooltip-content="#tooltip_content00193" data-tooltip-anchor="#tooltip_content00193"><span class="kwb">TACTICUS</span> <span class="kwb">CHARACTER</span></span> models that began the battle <a href="/wh40k10ed/the-rules/core-rules/#Attached-Units">attached</a> to a non-<span class="kwb">TACTICUS</span> unit).|false|||||https://wahapedia.ru/wh40k10ed/factions/space-marines/Razorback|
000000131|Leviathan Dreadnought|SM|000000237|The Leviathan Dreadnought was the product of a secret development programme on Terra itself, which combined ancient technologies to create a savagely powerful siege and hunter-killer machine. Leviathans proved as costly as they were deadly, however, and of the limited quantities manufactured, only a handful now remain.|Other|<b>This model is equipped with:</b> 2 heavy flamers; 2 grav-flux bombards; armoured feet.||false|||1-4|While this model has 1-4 wounds remaining, each time this model makes an attack, subtract 1 from the <a href="/wh40k10ed/the-rules/core-rules/#1.-Hit-Roll">Hit roll</a>.|https://wahapedia.ru/wh40k10ed/factions/space-marines/Leviathan-Dreadnought|
000000132|Land Speeder Storm|SM|000000239|The Land Speeder Storm is equipped with additional sensor arrays and baffled engines to make it the perfect transport for Scout Squads being secretly inserted into enemy territory. Countless victories in the annals of many Chapters can be attributed to the surprise attacks carried out by this vehicle and its occupants.|Dedicated Transports|<b>This model is equipped with:</b> Cerberus launcher; heavy bolter; close combat weapon.|This model has a transport capacity of 6 models. It can only transport <span class="tooltip00194" data-tooltip-content="#tooltip_content00194" data-tooltip-anchor="#tooltip_content00194"><span class="kwb">SCOUT</span> <span class="kwb">SQUAD</span></span>, <a class="kwbOne" href="/wh40k10ed/factions/space-marines/Scout-Sniper-Squad"><span class="kwb kwbo">SCOUT</span> <span class="kwb kwbo">SNIPER</span> <span class="kwb kwbo">SQUAD</span></a> and <a class="kwbOne" href="/wh40k10ed/factions/space-marines/Sergeant-Telion"><span class="kwb kwbo">SERGEANT</span> <span class="kwb kwbo">TELION</span></a> models.|false|||||https://wahapedia.ru/wh40k10ed/factions/space-marines/Land-Speeder-Storm|
000000134|Astartes Servitors|SM|000000239|Mono-task cybernetic slaves, Servitors are arcane combinations of lobotomised Human and machine. Fitted with an array of mechanical augmentations, in battle Servitors assist Techmarines, either by laying down torrents of covering fire or by carrying out additional repair work with their servo-arms.|Other|<b>Every model is equipped with:</b> Servitor servo-arm.||false|||||https://wahapedia.ru/wh40k10ed/factions/space-marines/Astartes-Servitors|
000000135|Captain In Terminator Armour|SM|000000139|Space Marine Captains are expected to fight from the front, and few kinds of armour enable them to do so as effectively as Terminator plate. Formidably resilient, such a suit protects the Captain against all but the most devastating enemy fire and enables him to deploy by teleport strike right into the heart of the foe.|Characters|<b>This model is equipped with:</b> storm bolter; relic weapon.||false|||||https://wahapedia.ru/wh40k10ed/factions/space-marines/Captain-In-Terminator-Armour|
000000136|Brutalis Dreadnought|SM|000000139|The Brutalis Dreadnought is a line-breaker and a terror weapon. As it storms towards the enemy lines it lays down a hail of anti-personnel fire. Yet the greatest threat lies in its massive ceramite-sheathed fists or talons, which can crush an armoured warrior like spoiled fruit or punch through a bunker wall like parchment.|Other|<b>This model is equipped with:</b> twin Icarus ironhail heavy stubber; twin heavy bolter; Brutalis bolt rifles; Brutalis fists.||false|||1-4|While this model has 1-4 wounds remaining, each time this model makes an attack, subtract 1 from the <a href="/wh40k10ed/the-rules/core-rules/#1.-Hit-Roll">Hit roll</a>.|https://wahapedia.ru/wh40k10ed/factions/space-marines/Brutalis-Dreadnought-UL|
000000137|Scout Bike Squad|SM|000000239|Fast-moving recon and disruption units, Scout Bike Squads operate far beyond friendly lines. They booby trap neutral ground, sever the foe’s communications links, burn enemy supplies, seek out weaknesses in defences and set up locator beacons to draw down the Space Marines’ fearsome orbital strikes.|Other|<b>Every model is equipped with:</b> Astartes shotgun; bolt pistol; twin boltgun; combat knife.||false|||||https://wahapedia.ru/wh40k10ed/factions/space-marines/Scout-Bike-Squad|
000000138|Roboute Guilliman|SM|000000139|In one of Guilliman’s hands blazes the burning Emperor’s Sword. The other is clad in the Hand of Dominion, a gauntlet with which Guilliman can tear apart tanks. The Primarch’s strategic brilliance is his greatest weapon however, his enemies outmanoeuvred and out-thought before the battle has even begun.|Characters|<b>This model is equipped with:</b> Hand of Dominion; Emperor’s Sword.||false|||||https://wahapedia.ru/wh40k10ed/factions/space-marines/Roboute-Guilliman|
